Location,OriginalTweet,ScreenName,Sentiment,TweetAt,UserName,annotation_id,annotator,created_at,id,lead_time,table_value_1,updated_at,AutoLabel
London,"If you have booked a ticket to an event as part of a package holiday you will be offered an alternative or a refund by your travel provider, if it has been cancelled due to #Coronavirus.

Check ABTA's consumer Q&amp;A at: https://t.co/oUB4MNmrNA

#COVID19 https://t.co/kMHJehS2JH",45011,Positive,10-03-2020,59,,,,,,,,Отрицательно
,"Breaking: New Jersey officials urge residents to stock up for a two week #coronavirus quarantine ""Just in case""

#COVID19 
https://t.co/fc8imQ7TAR",45012,Neutral,10-03-2020,60,,,,,,,,Отрицательно
"Dallas, USA","4- Russia LNG will also suffer. The irony is, spot LNG prices were already at a record low because of the #Coronavirus and the declaration of force majeure by Chinese companies. 

Contracted LNG became the only way to make money until oil prices collapsed. It is a big hit https://t.co/ksFQ4uzqAn",45013,Extremely Negative,10-03-2020,61,,,,,,,,Отрицательно
"Bowling Green, KY",#BreakingNews #terrorists have watched closely as the #coronavirus spins its web. They now know what Americans value most. Wiping their ass! Citizens rush to buy toilet paper but neglect to stock up on food! Terrorists are holding our #toiletpaper  factories hostage! Film at 11! https://t.co/7maYfTGxJA,45014,Extremely Negative,10-03-2020,62,,,,,,,,Нейтрально
Five offices across Canada,"""As the novel #coronavirus (or #COVID19) continues to spread worldwide, its impact on international business operations, supply chains, travel, commodity prices, consumer confidence and business forecasts is becoming increasingly acute.""
#BLGPublication https://t.co/BDIedMNksK",45015,Extremely Positive,10-03-2020,63,,,,,,,,Отрицательно
,"Lower #Oil prices, lower #InterestRate, and some sort of fiscal #stimulus is great, but the consumer isn't the problem. The problem is fear of #coronavirus and fear of being quarantined for 14 days. That's why people stopped traveling. Not because of interest rates or taxes.",45016,Extremely Negative,10-03-2020,64,,,,,,,,Отрицательно
,Consumers have increased their online shopping due to coronavirus. https://t.co/5mYfz3RAD0 #retail #ecommerce #study #coronavirus https://t.co/Dz3H6zrWUT,45017,Positive,10-03-2020,65,,,,,,,,Отрицательно
"Lambeth, London","For those self indulging in thoughts of food, medicine and essential household goods stock piling. Like people on universal credit be stock piling FFS!!! #coronavirus",45018,Negative,10-03-2020,66,,,,,,,,Отрицательно
"Wales, United Kingdom","Ok if #COVID2019 is nothing to panic about why is Italy imposing the biggest restrictions on the civilian population since WW2? 
How will the supermarkets be able to provide food if all the workers are told to stay at home? 
Same with any other Bussiness.",45019,Positive,10-03-2020,67,,,,,,,,Очень отрицательно
Washington DC,"Trump said people must ""be vigilant,"" then concluded, ""Be calm. It's really working out. And: lot of good things are going to happen. The consumer is ready. The consumer is so powerful in our country with what we've done with tax cuts and regulation cuts and all of those things.""",45020,Extremely Positive,10-03-2020,68,,,,,,,,Отрицательно
Edmonton Alberta,"The top food items to stock up on in case you are quarantined 

#Coronavirus home stays are on peoples minds. Here are ten foods for stocking a pantry to support physical and mental health.

https://t.co/jrvxRIb57L",45021,Positive,10-03-2020,69,,,,,,,,Отрицательно
"Manchester, UK","Hi all! Please support your local Chinese Restaurant &amp; order some delicious food from them ? They are really struggling with the #COVID2019 panic, many are having to let staff go.

My favs in #Manchester are @sweetmandarin &amp; @blueeyedpandam4
Thank you! ??

#iwilleatwithyou https://t.co/jpDHxQMBTv",45022,Positive,10-03-2020,70,,,,,,,,Очень отрицательно
Missouri,Report any and all instances of price gouging or other COVID-19 scams to the Attorney Generals Consumer Protection Hotline at 800-392-8222 or online at https://t.co/YB2NrTWlfg. #coronavirus https://t.co/H3QqmM3BBl,45023,Negative,10-03-2020,71,,,,,,,,Отрицательно
,"Russia by breaking rank from OPEC+ signalled an intent to take down their nemesis: American oil and gas industry.

#USElections2020 #COVID2019 #OilWar are steeped in markets least favorite thing: Uncertainty

But THIS TIME they won't succeed

Low Oil prices won't last long #OOTT https://t.co/TwKYxrDfoW",45024,Extremely Positive,10-03-2020,72,,,,,,,,Отрицательно
España / USA,"?80% of #Retail experts talk about a significant decrease in #store traffic due to #coronavirus ??
??Check our article???

https://t.co/eobzo0WOUS",45025,Positive,10-03-2020,73,,,,,,,,Отрицательно
,Met with members of our distributive trade today to examine their preparation   for the impact of Covid 19. Based on reports our key manufacturers and importers have at least 2 to 3 mths of stock. We therefore do not expect that there will be any shortage in critical food items. https://t.co/jtFneBWuVy,45026,Negative,10-03-2020,74,,,,,,,,Отрицательно
New York City,"Say you need to stock up on #food for a couple of weeks, here's tips on what to get and how to properly store those #perishable items. #coronavirus https://t.co/GnLgWqxpjl https://t.co/cCKvA2ktQ4",45027,Neutral,10-03-2020,75,,,,,,,,Отрицательно
Kjipuktuk/Halifax,"My genuine concern around #COVID2019 are folks who may have to isolate, but work low wage/hourly pay jobs - folks who are barely getting by, who DONT get paid sick days. Folks who cant stock up on weeks worth of food. Folks who cant NOT work. 

The working poor will suffer most",45028,Extremely Negative,10-03-2020,76,,,,,,,,Отрицательно
Australia,"We could have as many as 60% of the world's population infected with the #Coronavirus by the end of the year.

Your prayers are useless, only science will come to the rescue. If this does happen, our world will not recover for years. Stock up your can food people. #doomsdayBunker",45029,Negative,10-03-2020,77,,,,,,,,Отрицательно
"Manchester, NH","IMPORTANT UPDATE! Our CEO Brian Beaulieu has broadened the scope of his COVID-19 webinar. Expect more on the oil prices drop, stock market developments, retail sales, and unfolding situations in China and Italy. Learn more and register: https://t.co/3muKagEw4p https://t.co/uOuyUfjRyW",45030,Positive,10-03-2020,78,,,,,,,,Отрицательно
"Columbus, OH",".@Target taking #coronavirus #COVID19 seriously. Stores are adding hours and staff to clean more rigorously, stopping food samples, bolstering order pick up and drive up, encouraging employees to stay home, adding more stock, and limiting # of items in purchases.

@wsyx6 https://t.co/p1EJDPvnyy",45031,Positive,10-03-2020,79,,,,,,,,Отрицательно
US,"CDC: Older folks should stock up on food, stay home amid #coronavirus - Business Insider  Wow! https://t.co/ygcPtE7F1L",45032,Positive,10-03-2020,80,,,,,,,,Отрицательно
"Tampa, FL","If 1,000,000 get infected with a 2% death rate for the #coronavirus then 20,000 will die in USA.

If you dont have mo mney to stock up food, then find a fishing hole and supplies to hunt and fish!",45033,Extremely Negative,10-03-2020,81,,,,,,,,Отрицательно
Dublin,"Every shop, chemist or retailer of any sort who raises prices during #coronavirus should be boycotted when it's all over. The greed in this country starts with those who've governed us for almost 100 years. FF and FG have made many of us lose our compassion and decency.",45034,Negative,10-03-2020,82,,,,,,,,Отрицательно
,"No, witch hazel won't help protect you from #coronavirus ...even in a DIY hand sanitizer: https://t.co/DYyShJHRGm @AmeshAA",45035,Extremely Positive,10-03-2020,83,,,,,,,,Положительно
,"@thehill DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..just tells us to stay calm
And blames it all on the consumer. 

#COVID19 #Trumpdemic #coronavirus",45036,Negative,10-03-2020,84,,,,,,,,Отрицательно
,"@realDonaldTrump .-.
THE BALM OF CORONAVIRUS

#DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..tells us just to stay calm
And blames it all on the consumer. #COVID19 #Trumpdemic #coronaviru",45037,Negative,10-03-2020,85,,,,,,,,Отрицательно
Worldwide,Q1 #earnings are expected to be heavily impacted by #coronavirus with steep declines in commodity prices and analysts cutting estimates. @TDhillon33 and @DaveAurelio analyse the data: https://t.co/1uhWfTLx6u #TrustedData #Refinitiv  #COVID19 https://t.co/afvLnL1zIA,45038,Negative,10-03-2020,86,,,,,,,,Отрицательно
"Galway, Ireland","These are some of the suggestions to slow/stop #COVID2019
1. Work remotely from home 
2. Online school/ lectures
 3.Keep updated on the HSE/Dept of Health website 
4. Order shopping online for delivery ALL  NEED BROADBAND #remoteworking #broadband #rural",45039,Negative,10-03-2020,87,,,,,,,,Отрицательно
IN,Retailers gouging consumer on Clorox spray wipes and sanitizers. What use to be under $5 is now $29 or more Even if its available! Gee bet they make it all in China. ????? #sanitizer #coronavirus,45040,Neutral,10-03-2020,88,,,,,,,,Отрицательно
Massachusetts,"Stay vigilant, stay safe. As we adapt to COVID-19, know that our office is here for you. We can answer questions about scams, sick time, and fraud.

Consumer Hotline: 617-727-8400
Health Care Hotline: 1-888-830-6277
Fair Labor Hotline: 617-727-3465 https://t.co/GjNWCmtY1U",45041,Negative,10-03-2020,89,,,,,,,,Отрицательно
"New Jersey, USA ??","Even without the #coronavirus, suspension or elimination of the #payrolltax is the quickest and most sensible means of enhancing consumer liquidity for working Americans, especially part-time and low wage workers.

Once again, @realDonaldTrump is doing exactly the right thing.",45042,Negative,10-03-2020,90,,,,,,,,Отрицательно
East of England,"This is the advice from national US health experts for over 60's on avoiding #coronavirus

""CDC: Americans over 60 should stock up on food and medications and avoid venturing out as the coronavirus spreads""

UK gov: wash your hands &amp; carry on

#Covid_19 

https://t.co/QKolJTOPdr",45043,Negative,10-03-2020,91,,,,,,,,Отрицательно
Ipswich,"The awful impacts of the #Coronavirus are continuing to be felt around the world. 
These events in China are also affecting the UK container industry. But what does this mean for you as a consumer, looking to buy #ShippingContainers?
Find out more: https://t.co/ir3YeBoFbS
#MrBox https://t.co/wLHwiAVhIB",45044,Negative,10-03-2020,92,,,,,,,,Отрицательно
England,Wash your hands more often for 20 seconds with soap and water. Or use hand sanitiser.,45045,Positive,10-03-2020,93,,,,,,,,Отрицательно
North Carolina,"Coronavirus, COVID-19, oil price drop will lead to US recession - Business Insider https://t.co/A7hsqwQDOe",45046,Negative,10-03-2020,94,,,,,,,,Отрицательно
,"My German colleagues have confirmed that Hamsterkäufe, as in how a hamster stuffs its cheeks with food, is indeed the German term for panic buying. This is the cute news I need today.
#hamsterkäufe #COVID2019 #covid19ireland #Coronavirusireland #panicbuyingireland #panicbuying https://t.co/b5PwFU9tvz",45047,Negative,10-03-2020,95,,,,,,,,Очень отрицательно
Ireland,"The government must provide hand sanitizer in all public buildings and transport hubs, as a matter of the utmost urgency.

The state must penalize any business trying to profit from this crisis by rising prices for essential items like hand sanitizer. #COVID19ireland #COVID2019 https://t.co/tzyJ2KwJp7",45048,Extremely Positive,10-03-2020,96,,,,,,,,Положительно
United States,What You Need If Quarantined at Home | #Coronavirus - Consumer Reports https://t.co/fqPmJIBlfd,45049,Neutral,10-03-2020,97,,,,,,,,Отрицательно
"Indianapolis, IN","See the new @FujifilmX_US X-T4 and X100V at Roberts! Join us on Saturday March 14th at Roberts Downtown location from 10am to 5pm.

Make sure to stop in and register for a FREE mystery giveaway! https://t.co/KUA79uARxv https://t.co/P6etFT5U7f",45050,Extremely Positive,10-03-2020,98,,,,,,,,Отрицательно
"San Diego, CA","Spiking prices during a state of emergency is a crime, REPORT IT: https://t.co/k4Zt898LQl 

#Coronavirus #COVID2019 https://t.co/3FgvYt93W7",45051,Extremely Negative,10-03-2020,99,,,,,,,,Отрицательно
,"Besides canned food and toilet paper.

https://t.co/oo3UHc9HxO
$KR $TGT $WMT $AMZN $COST $CVS #investing #stocks #coronavirus #covid19 #market #economy",45052,Neutral,10-03-2020,100,,,,,,,,Отрицательно
"Hyderabad, India","@NileshShah68 I have summarized the most important points from the paper in this thread:
https://t.co/dTZg4vg8VM",45053,Positive,10-03-2020,101,,,,,,,,Отрицательно
USA,@HLAurora63 My husband asked me today if we should stock up on food and supplies ? #CoronaVirus,45054,Neutral,10-03-2020,102,,,,,,,,Отрицательно
"Washington, DC",Missouri AG sues televangelist for advertising Silver Solution as a cure for coronavirus https://t.co/wUffral0NW https://t.co/Q5kAOjafCt,45055,Positive,10-03-2020,103,,,,,,,,Отрицательно
"Washington, DC","President Trump: ""It will go away.  Just stay calm.  It will go away."" https://t.co/J8aF2Zb8v0",45056,Positive,10-03-2020,104,,,,,,,,Отрицательно
